galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
0.16651018173785045,-0.02310056682435876,0.15824032108623798,27458136820149.906,5.747441597752736e-06,-0.04069351853824443,-0.5031353473148954,1.4186879473932243,-237.42596483424865,173997.7430301855,173760.31706535124,9.02365766189652e-211
0.4744198293275816,-0.09520046821935065,0.13777431152763253,707341045487.6896,0.0052904859840459525,-2.9518840063215035,0.5533859966306083,1.32591529193951,-232.38827777978776,192.52863418408813,-39.85964359569962,8.063731873008073e-209
0.0001516139115981154,-0.03361454007580017,0.14329436734861462,52295763826523.57,9.875384315706342e-05,-2.1245886977996316,-1.8303978340003386,0.33364590811729433,-232.09009413566804,16722.972160739395,16490.882066603728,1.8651417265047586e-208
0.01819848887517647,-0.17884743265589645,0.021421948823813663,280780515992947.4,0.00046179706721045363,2.1644641521861594,0.8376944172697645,1.211180695671053,-231.06594316086665,2222.0252191010545,1990.9592759401878,4.018401627514084e-208
0.5475696477712031,-0.17607992451406762,-0.12817300895320582,1123795298521.2253,0.02733195617517171,1.9671310135377116,0.26525536201051336,3.965470025447785,-219.5710210845072,40.78508395942841,-178.7859371250788,2.8799375029623936e-203
0.00023699850252063446,0.02024784559572064,0.14604803189218132,957675123615027.8,0.0002669552399511231,-1.5554471929717304,0.4060305359397791,2.4995602020403265,-209.69056416561733,7966.469268129689,7756.778703964072,5.582447607880292e-199
0.16851173923703522,-0.01629904838141056,-0.23428380997666323,227022827593712.06,2.5301430130694944e-05,0.8470663347463838,1.8001268803312236,3.4427183224591396,-207.89499250622265,39532.14959366957,39324.254601163346,3.887906701615574e-198
0.0036205753763491277,0.1601175863058901,0.08469406207241117,55077938399575.484,0.01076674408463425,-0.048801644157272506,1.3566662579884188,1.375654135030861,-207.68036836137838,370.7183191890403,163.03795082766192,7.405117333469567e-198
0.9506143108214076,0.08992087146475307,0.1242563941898554,76036543192215.36,0.00014485078829856645,-0.6719442375453131,-0.0077071508685495616,3.4863968433143295,-197.89198351471242,6905.884127202186,6707.992143687474,7.245575678811641e-194
1.6168310923004833e-05,0.12910460007559554,0.09166560106204055,49038317018866.97,6.724676200468071e-05,-1.5055136115594077,1.3110340205041515,2.3602623058609207,-182.71571603923138,76721.23761843183,76538.52190239259,2.8016491101094245e-187
0.00021305174236936158,-0.1486453543999141,0.07379161853782015,112138780170239.39,0.023910553859478587,-0.7935114266485153,2.3121988449240067,2.8948555796350073,-178.46050532290423,4736.89504746024,4558.4345421373355,1.985836122878599e-185
0.17346918785721857,-0.09591581139014516,0.10481052570224975,478632687923212.8,1.0059934959570413e-06,1.439798904999984,2.2924928470045582,2.6607150590838313,-167.96102474585467,994048.9859881069,993881.0249633611,7.048526834875764e-181
0.0007809494783784467,0.0375848326478967,0.006749444491812216,95500214353860.5,3.5612707743025873,0.9648454886780469,1.8005588320078276,0.17195950581706587,-160.96128964405779,1280.8462714733266,1119.8849818292688,7.670515421857195e-178
0.00027231139084048114,-0.11493302774478323,-0.13060936480774607,963863990506685.9,0.22742451491594728,-2.4262541544455924,1.1372682600975468,0.011507684080262641,-159.2500105197276,3678.1769904913112,3518.9269799715835,4.96751351525284e-177
0.9561560155778924,0.049020284223125946,0.11469102976016196,77852447351.73114,5.217057611083097e-06,1.3934414773938517,-0.15890415589782592,0.8908969044107456,-147.6608563418303,191680.74974905426,191533.08889271243,4.503282204352443e-172
0.43092039903171064,0.05636829948351041,-0.21003061731269818,103590338160717.56,1.4970203512647975e-05,1.9130870071654718,2.0030966573417013,3.9773117816956782,-143.5657941187746,66804.04421034765,66660.47841622889,2.726198148702247e-170
0.005290143073844941,-0.11657954357647336,0.060063044767362815,323956124947453.8,0.9421485691855623,-2.506078139156341,0.21481803709040426,0.43000493932390416,-138.7399557178279,190.95212596949358,52.21217025166567,3.342595929034613e-168
1.1473338649879008,0.15524191537885657,0.02080916427692503,135115473710.64587,0.002549127318739759,2.850605273238868,-2.2790137225404665,4.0212286079405555,-131.82309839144085,394.3893552911427,262.56625689970184,3.3219553926324044e-165
5.869552883683368e-06,-0.005125898325962658,0.11681989456138767,85303992084833.17,0.0016435013986599164,-1.1052030344295618,0.6883225638816532,1.9760283122288855,-131.78940146980216,170979.8690705103,170848.07966904048,6.695273982841569e-165
0.779251977229719,-0.04406259481760464,0.13246454336780517,1360653822756.1306,0.03844567734035838,-2.5976661450477865,1.2751064188246755,4.082373884357163,-130.75928812285912,28.268426871015784,-102.49086125184334,1.2833096389251177e-164
0.9438017137104809,0.0696287527479797,0.11197618176574865,7934400119731.277,0.006276175300332893,1.1300987768360367,-2.077220726432812,4.965875481682285,-129.2007421734442,161.26159298158817,32.060850808143954,5.394734054967935e-164
0.4907867198931932,0.10521343417137662,0.08450367605103618,2131303591.5436053,0.001197591966773634,0.25991119252644435,-2.0032363017631614,4.061510000026681,-129.10012718555748,837.9570229068843,708.8568957213267,9.307854480028357e-164
0.5139292412633005,-0.029292129815821934,0.10551919014128554,771139248.8070251,0.0019517049687654982,-1.6795981387303578,-1.5918380626275563,0.9035553236194954,-118.51801638622527,514.9179330879281,396.3999167017028,1.911075042596965e-159
0.5656435113988794,0.14136487931348346,0.02530602755189023,12109459720.096003,8.509965140033185e-05,-0.21884506231193068,1.510674591542375,0.4461980589845305,-118.16161796249156,11753.728571206955,11635.566953244464,4.601960048869636e-159
0.636854119345522,0.15305056690718144,0.004060762404029441,199839474.90734187,4.543752503850056e-05,1.235089181161226,0.9050671840429416,1.8265419069882411,-117.42954014201393,22010.98323379659,21893.553693654576,8.266201547628775e-159
