,Unnamed: 0,Unnamed: 0.1,GAMA_ID,ID,RA,DEC,SCORE,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error,type
95,95,131,3609514.0,970.0,134.4621,-1.32389,4.0,0.4043063819408417,10.292344093322754,42.0,0.031394731253385544,3.04357647895813,46.0,2.916846752166748,2.916846752166748,1.043447494506836,1.0,44.7139778137207,ELG + PG
98,98,136,208755.0,964.0,130.07007,0.17884,4.0,0.27081483602523804,11.299729347229006,40.0,0.012458913959562778,2.8839037418365483,47.0,2.75978684425354,2.75978684425354,1.044973373413086,1.0,42.796043395996094,ELG + PG
105,105,144,623351.0,2429.0,138.37955,0.65181,12.0,0.4091112017631531,11.193082809448242,40.0,0.09950754791498184,2.610018491744995,46.0,2.4139163494110107,2.4139163494110107,1.0812381505966189,1.0,42.03419494628906,ELG + PG
115,115,157,231281.0,1822.0,183.06471000000002,1.91352,28.0,0.4005952477455139,11.908512115478516,40.0,0.11676301807165144,2.754232883453369,47.0,2.6877691745758057,2.6877691745758057,1.0247281789779663,1.0,41.1884880065918,ELG + PG
118,118,160,125077.0,2922.0,182.40587,-2.63013,26.0,0.34157595038414,9.897278785705566,40.0,0.3385985493659973,3.1647155284881587,47.0,2.930869579315185,2.930869579315185,1.0797872543334959,1.0,41.853851318359375,ELG + PG
121,121,163,41064.0,2347.0,184.11784,-0.80592,22.0,0.3486086428165436,10.824921607971193,40.0,0.2602448463439941,2.909571886062622,47.0,2.8047876358032227,2.8047876358032227,1.0373591184616089,1.0,39.27837371826172,ELG + PG
129,129,181,6983.0,1783.0,175.1279,0.7379600000000001,12.0,0.2800199091434479,10.392796516418457,40.0,0.02019548788666725,3.276458740234375,47.0,2.985887050628662,2.985887050628662,1.0973150730133057,1.0,38.74980163574219,ELG + PG
130,130,182,609518.0,2869.0,175.94742,0.33676,12.0,0.25853559374809265,10.918831825256348,40.0,0.07281215488910675,3.946346282958984,45.0,3.4759018421173096,3.4759018421173096,1.135344624519348,0.9999996423721312,39.57355499267578,ELG + PG
137,137,195,220449.0,1457.0,181.63983000000002,1.4747299999999999,8.0,0.2855720818042755,12.446106910705565,40.0,0.02406792901456356,2.8474392890930176,47.0,2.7249011993408203,2.7249011993408203,1.04496967792511,1.0,39.902320861816406,ELG + PG
142,142,205,117332.0,370.0,177.80586,-2.9669,8.0,0.3302306532859802,12.731683731079102,40.0,0.03731087222695351,2.868273496627808,47.0,2.7498199939727783,2.7498199939727783,1.0430768728256226,1.0,38.80458450317383,ELG + PG
148,148,217,145203.0,1939.0,183.3706,-1.3840700000000001,8.0,0.338887482881546,7.433445453643799,40.0,0.06927647441625595,5.039492130279541,46.0,3.624403476715088,3.624403476715088,1.3904335498809814,0.993988275527954,71.33643341064453,ELG + PG
154,154,223,231213.0,1627.0,182.83478,1.9272,4.0,0.2515203356742859,12.184603691101074,40.0,-0.002092810114845633,2.840819835662842,47.0,2.6420412063598637,2.6420412063598637,1.0752367973327637,1.0,40.99867630004883,ELG + PG
155,155,225,143928.0,2212.0,178.16974,-1.31916,4.0,0.371206283569336,12.155668258666992,40.0,0.09241846203804016,2.7722337245941158,47.0,2.6351635456085205,2.6351635456085205,1.0520157814025881,1.0,41.55743789672852,ELG + PG
165,165,235,163592.0,155.0,174.15141,-2.71129,4.0,0.2302378714084625,8.311396598815918,40.0,0.19565825164318085,3.147568464279175,47.0,2.8789980411529537,2.8789980411529537,1.0932860374450684,0.9999980926513672,47.58286666870117,ELG + PG
166,166,237,71440.0,201.0,184.7359,0.14865,4.0,0.26999664306640625,10.258282661437988,40.0,0.011500036343932152,2.942495584487915,47.0,2.800717830657959,2.800717830657959,1.0506219863891602,1.0,46.57796859741211,ELG + PG
167,167,238,40316.0,2624.0,180.51567,-0.6937399999999999,4.0,0.4031951427459717,4.890789031982422,40.0,0.2982437610626221,3.368397951126098,45.0,3.3155851364135738,3.3155851364135738,1.0159286260604858,0.9156895279884338,66.75102233886719,ELG + PG
168,168,238,40316.0,2624.0,180.51567,-0.6937399999999999,4.0,0.40363091230392456,5.1858558654785165,40.0,0.2143767923116684,3.4406404495239262,45.0,2.980336904525757,2.980336904525757,1.1544468402862549,0.9820229411125184,78.49360656738281,ELG + PG
169,169,240,23705.0,2565.0,182.74438,1.19287,4.0,0.2863963842391968,13.089579582214355,40.0,0.025828246027231216,2.8831558227539062,47.0,2.7477238178253174,2.7477238178253174,1.0492887496948242,1.0,34.56543731689453,ELG + PG
173,173,246,56108.0,1590.0,184.63742,-0.23206999999999997,4.0,0.3080032467842102,9.262081146240234,40.0,0.19331851601600647,4.347740173339844,46.0,4.273931980133057,4.273931980133057,1.0172693729400637,0.99991774559021,44.5531120300293,ELG + PG
175,175,248,271912.0,1595.0,176.87413,1.38795,4.0,0.2322374433279037,12.06818675994873,40.0,0.06621558219194412,2.9346015453338623,47.0,2.638412475585937,2.638412475585937,1.112260341644287,1.0,36.93486404418945,ELG + PG
179,179,256,611334.0,1517.0,184.42766,0.33915,4.0,0.3078350126743317,10.453988075256348,40.0,0.1533661186695099,4.0269556045532235,46.0,3.237013816833496,3.237013816833496,1.2440340518951416,0.9999997615814208,44.19900512695313,ELG + PG
181,181,258,172095.0,2959.0,180.96903999999998,-2.33874,4.0,0.42558223009109497,7.204041004180907,42.0,0.1666128933429718,3.209092140197754,46.0,3.163630247116089,3.163630247116089,1.0143702030181885,0.9999265670776368,60.5022087097168,ELG + PG
183,183,268,165939.0,3378.0,184.10762,-2.84039,4.0,0.3415533602237701,8.505561828613281,42.0,-3.2109198855323484e-06,4.150723457336427,47.0,3.377129316329956,3.377129316329956,1.2290685176849363,0.99995219707489,50.27128219604492,ELG + PG
184,184,272,69466.0,2818.0,174.80168,0.03706,4.0,0.2651514410972595,12.180621147155762,40.0,0.16679424047470093,2.76055121421814,45.0,2.484379768371582,2.484379768371582,1.1111631393432615,1.0,39.07674789428711,ELG + PG
189,189,277,179269.0,2443.0,183.98729,-2.01746,4.0,0.3418145477771759,9.691582679748537,40.0,0.08135505020618439,4.133742809295653,47.0,3.820322751998901,3.820322751998901,1.0820401906967163,0.9999822378158568,41.28647994995117,ELG + PG
194,194,281,186109.0,3189.0,182.97241,-1.49217,4.0,0.33578720688819885,11.910443305969238,40.0,0.06659721583127975,2.8693792819976807,46.0,2.790282964706421,2.790282964706421,1.0283470153808594,1.0,39.20938491821289,ELG + PG
195,195,282,145196.0,2305.0,183.26285,-1.34695,4.0,0.2528766095638275,8.324503898620605,40.0,-0.0006254629115574063,6.612068176269531,47.0,5.61631965637207,5.61631965637207,1.1772955656051636,0.8649447560310364,50.38764572143555,ELG + PG
197,197,285,7083.0,2072.0,175.55986000000001,0.73851,4.0,0.31081804633140564,12.168315887451172,40.0,0.04301268234848976,3.2224056720733643,47.0,3.1766033172607417,3.1766033172607417,1.0144186019897459,1.0,40.55235290527344,ELG + PG
204,204,296,177055.0,3464.0,175.45578,-1.9713599999999998,4.0,0.2893007695674896,10.459782600402832,40.0,0.027630925178527832,3.255971193313598,47.0,3.0713486671447754,3.0713486671447754,1.0601111650466921,1.0,39.12892150878906,ELG + PG
207,207,298,130525.0,2151.0,177.75545,-2.10927,4.0,0.3382047116756439,8.015204429626465,40.0,0.0075345542281866065,3.2690715789794917,47.0,2.868106842041016,2.868106842041016,1.1398011445999146,0.9999955892562866,54.11946868896485,ELG + PG
209,209,302,184530.0,2250.0,176.70961,-1.43842,4.0,0.3906523585319519,10.292731285095217,40.0,0.15642881393432614,9.673656463623047,45.0,4.153193473815918,4.153193473815918,2.329209089279175,0.9605602025985718,47.6322135925293,ELG + PG
215,215,307,568366.0,2664.0,214.82709,-0.42031,28.0,0.2650984525680542,7.562114715576173,40.0,0.013614499010145664,5.692988872528076,45.0,5.275354862213135,5.275354862213135,1.0791670083999634,0.8655875325202942,47.97547149658203,ELG + PG
232,232,323,911856.0,1452.0,219.6719,-0.4812,16.0,0.5435964465141296,9.025821685791016,40.0,0.2293083518743515,4.100119113922118,47.0,3.5592305660247803,3.5592305660247803,1.1519678831100464,0.9998901486396791,60.8905029296875,ELG + PG
239,239,329,262874.0,26.0,221.61067000000003,2.2238900000000004,12.0,0.3855178654193878,9.339181900024414,40.0,0.1946283727884293,4.816656112670898,47.0,3.4027478694915767,3.4027478694915767,1.4155195951461792,0.9999623298645021,45.55036544799805,ELG + PG
245,245,335,362163.0,1230.0,213.7537,2.66748,8.0,0.3621525168418884,8.904330253601074,40.0,0.2257220596075058,3.21266508102417,44.0,3.208505868911743,3.208505868911743,1.0012962818145752,0.9999986886978148,55.34402465820313,ELG + PG
248,248,338,922203.0,184.0,218.68634,-0.16352,8.0,0.5497673153877258,9.479541778564453,40.0,0.4988332390785217,3.2684686183929443,43.0,3.2646210193634038,3.2646210193634038,1.0011786222457886,0.9999991655349731,55.26394271850586,ELG + PG
252,252,342,567883.0,1416.0,213.65344,-0.46916,8.0,0.2625618577003479,11.77446746826172,40.0,0.007031472865492106,3.290359735488892,46.0,3.050301074981689,3.050301074981689,1.0786999464035034,1.0,41.52793884277344,ELG + PG
264,264,353,261359.0,1240.0,214.04005,2.41518,4.0,0.3763659298419952,9.29482364654541,40.0,0.21023234724998474,3.406972646713257,44.0,2.9989399909973145,2.9989399909973145,1.1360589265823364,0.9999994039535522,48.93041610717773,ELG + PG
266,266,354,592897.0,1204.0,214.41272999999998,-0.16268,4.0,0.3696368932723999,10.161678314208984,40.0,0.09071886539459227,3.315587043762207,47.0,2.936073541641236,2.936073541641236,1.1292588710784912,1.0,43.96960830688477,ELG + PG
267,267,355,262836.0,1953.0,221.40536,2.31397,4.0,0.418364942073822,10.22627067565918,42.0,0.14427031576633453,3.8695743083953857,47.0,2.8709077835083012,2.8709077835083012,1.3478573560714722,0.9999998807907104,45.51397323608398,ELG + PG
270,270,357,569047.0,323.0,217.2968,-0.46521999999999997,4.0,0.3322451412677765,7.848951816558838,40.0,0.06028353050351142,3.617831707000733,47.0,3.3106157779693604,3.3106157779693604,1.0927971601486206,0.9999017119407654,52.71420288085938,ELG + PG
273,273,360,267643.0,1750.0,223.32467999999997,2.6478900000000003,4.0,0.3524492681026459,8.162455558776855,40.0,0.0566912479698658,3.281444311141968,45.0,3.2701783180236816,3.2701783180236816,1.003445029258728,0.999984622001648,52.6215934753418,ELG + PG
280,280,367,492742.0,3340.0,218.10612000000003,-1.30167,4.0,0.3593635857105255,7.738710880279541,40.0,0.08312875777482986,3.0535359382629395,43.0,3.052686214447021,3.052686214447021,1.0002783536911009,0.9999824166297911,50.97838592529297,ELG + PG
292,292,377,16109.0,339.0,217.69655,0.79835,4.0,0.3000013828277588,12.122257232666016,40.0,0.2974212169647217,3.2125623226165767,46.0,3.082777500152588,3.082777500152588,1.0420999526977541,1.0,38.72792434692383,ELG + PG
293,293,378,106154.0,2538.0,214.94325,0.91995,4.0,0.2503596842288971,10.44084644317627,40.0,0.008373221382498741,3.7856504917144775,47.0,3.387158870697021,3.387158870697021,1.1176477670669556,0.999999463558197,44.24028015136719,ELG + PG
294,294,379,298841.0,2573.0,222.0345,1.33095,4.0,0.360848069190979,9.918380737304688,40.0,0.08208298683166504,4.153726100921632,45.0,3.791373491287232,3.791373491287232,1.0955729484558103,0.9999898672103882,49.61752319335938,ELG + PG
295,295,380,227706.0,2859.0,214.58482,1.26891,4.0,0.4658579230308533,6.170980453491211,40.0,0.2098204642534256,3.6667423248291016,47.0,3.620888948440552,3.620888948440552,1.0126636028289795,0.9837191700935364,61.63910675048828,ELG + PG
296,296,381,319614.0,1575.0,215.10176,1.91675,4.0,0.3318215608596802,8.307943344116211,40.0,0.06421317160129547,3.790519237518311,45.0,3.626420259475708,3.626420259475708,1.0452510118484497,0.9998657703399658,49.74493789672852,ELG + PG
297,297,381,319614.0,1575.0,215.10176,1.91675,4.0,0.3316050171852112,11.242464065551758,40.0,0.061428513377904885,3.2390456199646,47.0,3.0118999481201167,3.0118999481201167,1.0754160881042478,1.0,41.8997802734375,ELG + PG
298,298,382,618212.0,373.0,214.67656000000002,0.3966,4.0,0.4063494801521301,5.566605091094972,41.0,0.05958819761872292,3.031935930252075,47.0,2.738541841506958,2.738541841506958,1.1071351766586304,0.9951944351196288,79.56322479248047,ELG + PG
305,305,387,251925.0,1014.0,221.1959,1.9604099999999998,4.0,0.415409654378891,10.162164688110352,40.0,0.12773816287517548,3.5391852855682373,47.0,3.37743878364563,3.37743878364563,1.047890305519104,0.9999995231628418,53.510704040527344,ELG + PG
306,306,388,361940.0,3358.0,212.97005,2.80015,4.0,0.4668957889080048,5.878504276275635,40.0,0.007879405282437801,3.2134435176849365,43.0,3.176260232925415,3.176260232925415,1.0117065906524658,0.9950406551361084,72.09803771972656,ELG + PG
309,309,391,93440.0,1708.0,220.38841000000002,0.48178999999999994,4.0,0.2647077441215515,10.328373908996582,40.0,0.26195722818374634,3.48181700706482,44.0,3.2739269733428955,3.2739269733428955,1.0634987354278564,0.9999998807907104,47.50652694702149,ELG + PG
310,310,392,106052.0,2950.0,214.46526,0.93632,4.0,0.3227490782737732,8.991873741149902,40.0,0.05297298729419708,3.2907586097717285,47.0,3.1869235038757324,3.1869235038757324,1.0325815677642822,0.9999977350234984,50.86144256591797,ELG + PG
314,314,396,485318.0,2365.0,214.92287000000002,-1.82512,4.0,0.3377358317375183,8.182918548583983,42.0,0.07885477691888809,2.881365776062012,47.0,2.858506679534912,2.858506679534912,1.007996916770935,0.9999972581863404,51.05340957641602,ELG + PG
317,317,398,544823.0,3091.0,217.08359,-0.87218,4.0,0.25116270780563354,12.106101989746096,40.0,-0.002314425073564053,3.4998161792755127,47.0,2.539510488510132,2.539510488510132,1.3781459331512451,1.0,41.6813850402832,ELG + PG
321,321,402,508050.0,1905.0,215.57336,-1.7087900000000005,4.0,0.4164074659347534,7.608689308166504,40.0,0.1413463056087494,3.2462770938873287,47.0,3.2073192596435547,3.2073192596435547,1.0121465921401978,0.9999526739120485,52.42343139648438,ELG + PG
331,331,410,343753.0,1072.0,222.02289,2.09729,4.0,0.2857232391834259,10.639206886291504,40.0,0.025177294388413433,3.978317260742188,46.0,2.9712839126586914,2.9712839126586914,1.3389219045639038,0.9999999403953552,41.40449905395508,ELG + PG
335,335,412,497075.0,11.0,214.28033,-1.10181,4.0,0.4416784048080444,3.0390534400939937,42.0,0.030431542545557026,2.954431533813477,47.0,2.900299549102783,2.900299549102783,1.0186642408370972,0.13142484426498413,130.55673217773438,ELG + PG
336,336,412,497075.0,11.0,214.28033,-1.10181,4.0,0.4137819707393646,8.06877326965332,40.0,0.1532188057899475,2.902235746383667,46.0,2.7681984901428223,2.7681984901428223,1.0484204292297363,0.9999961853027344,51.606346130371094,ELG + PG
341,341,415,318892.0,985.0,212.77747000000002,1.9696,4.0,0.4383212924003601,10.446876525878906,42.0,0.07145899534225464,4.82208776473999,47.0,3.2070178985595703,3.2070178985595703,1.5036048889160156,0.9999982714653016,44.22132873535156,ELG + PG
343,343,417,296619.0,2207.0,212.50432,1.49919,16.0,0.541767954826355,9.527196884155273,40.0,0.2994065880775452,2.8253693580627437,46.0,2.799417734146118,2.799417734146118,1.0092703104019165,0.9999998211860656,51.19169616699219,ELG + PG
344,344,417,296619.0,2207.0,212.50432,1.49919,16.0,0.540923535823822,6.978835105895996,40.0,0.2304464131593704,3.3552858829498287,47.0,3.1853506565093994,3.1853506565093994,1.0533490180969238,0.9990904331207277,70.73515319824219,ELG + PG
0,0,0,3899011.0,2251.0,131.33397,-0.9156299999999999,64.0,0.4027418196201325,8.433294296264647,40.0,0.3596013486385345,3.5196540355682373,42.0,3.1638996601104736,3.1638996601104736,1.1124417781829834,0.9999904036521912,54.17573547363281,ELG + ELG
4,4,4,3629152.0,1933.0,135.88863999999998,-0.9748700000000001,26.0,0.4066231548786163,4.3280086517333975,40.0,0.7871177792549133,3.691353082656861,40.0,3.0299975872039795,3.0299975872039795,1.2182693481445312,0.7928287386894226,87.77485656738281,ELG + ELG
5,5,4,3629152.0,1933.0,135.88863999999998,-0.9748700000000001,26.0,0.4058126211166382,4.959479808807373,40.0,0.7883777022361755,3.1229379177093506,42.0,3.0851132869720463,3.0851132869720463,1.0122603178024292,0.968270778656006,78.94024658203125,ELG + ELG
16,16,15,3891172.0,3056.0,139.22725,-1.54519,16.0,0.3392942547798157,3.3023488521575928,40.0,0.5007257461547852,2.9152953624725337,40.0,2.78953218460083,2.78953218460083,1.045083999633789,0.2430286109447479,107.79889678955078,ELG + ELG
17,17,15,3891172.0,3056.0,139.22725,-1.54519,16.0,0.3395165801048279,8.936283111572266,40.0,0.609051525592804,4.309550285339356,40.0,2.9489028453826904,2.9489028453826904,1.461408019065857,0.9999913573265076,50.43042755126953,ELG + ELG
28,28,39,347923.0,3477.0,139.59097,2.2376,8.0,0.28563427925109863,3.3819403648376465,41.0,0.7271751761436462,3.197808027267456,40.0,2.826690196990967,2.826690196990967,1.1312905550003052,0.2872573435306549,86.46278381347656,ELG + ELG
32,32,45,3896212.0,1483.0,129.80597,-0.8302200000000001,8.0,0.38068437576293945,9.616504669189453,40.0,0.8475534915924072,4.122061252593993,42.0,2.8739044666290283,2.8739044666290283,1.4343069791793823,0.9999988079071044,51.45428466796875,ELG + ELG
48,48,70,3908476.0,3328.0,136.56941,-1.21495,4.0,0.32505348324775696,6.69127082824707,40.0,0.6224021911621094,3.3631293773651123,42.0,3.0111725330352783,3.0111725330352783,1.116883635520935,0.9997111558914183,52.58221435546875,ELG + ELG
62,62,94,3579761.0,1736.0,131.40182,-1.50206,4.0,0.2787633836269379,5.97764778137207,40.0,0.6791730523109436,3.2472848892211914,40.0,2.8938171863555913,2.8938171863555913,1.1221457719802856,0.998422384262085,61.20859909057617,ELG + ELG
73,73,107,418840.0,3176.0,137.91167,2.6070599999999997,4.0,0.3149769604206085,11.619175910949707,40.0,0.7120062708854675,2.9084231853485107,40.0,2.7442705631256104,2.7442705631256104,1.0598164796829224,1.0,46.58946990966797,ELG + ELG
74,74,108,387617.0,573.0,137.07834,2.38994,4.0,0.2927563786506653,12.003710746765135,40.0,0.5540562868118286,2.585259437561035,40.0,2.5658090114593506,2.5658090114593506,1.0075806379318235,1.0,36.11894989013672,ELG + ELG
79,79,113,345595.0,3294.0,130.02208000000002,1.9054099999999998,4.0,0.6285544037818909,3.1113176345825195,41.0,0.3564671576023102,3.069291114807129,40.0,2.800405979156494,2.800405979156494,1.096016526222229,0.04137363284826279,126.5693130493164,ELG + ELG
91,91,126,3611088.0,1743.0,135.38005,-1.29831,4.0,0.2314949184656143,5.983080863952638,40.0,0.5239608287811279,2.987675905227661,40.0,2.886419773101806,2.886419773101806,1.0350801944732666,0.998533010482788,63.13998794555664,ELG + ELG
96,96,132,3616694.0,3082.0,138.8031,-1.37304,4.0,0.4387915432453156,7.757087230682372,40.0,0.26854363083839417,3.538975477218628,42.0,3.2678830623626713,3.2678830623626713,1.0829565525054932,0.9999109506607056,57.85452270507813,ELG + ELG
99,99,137,324461.0,1293.0,136.0175,1.7465400000000002,4.0,0.2362594157457352,11.845823287963867,40.0,0.6093373298645021,2.7315618991851807,42.0,2.4829325675964355,2.4829325675964355,1.100135326385498,1.0,41.34626388549805,ELG + ELG
103,103,143,3882191.0,2558.0,133.69397,-1.36032,54.0,0.3556151390075684,7.111570358276367,40.0,0.35056355595588684,4.771883964538574,40.0,4.37219762802124,4.37219762802124,1.0914154052734375,0.9758792519569396,70.52218627929688,ELG + ELG
104,104,143,3882191.0,2558.0,133.69397,-1.36032,54.0,0.3555081784725189,5.474225044250488,41.0,0.3517100512981415,4.421235084533691,40.0,4.324756145477295,4.324756145477295,1.0223084688186646,0.7301874756813049,86.07929229736328,ELG + ELG
117,117,159,186586.0,1180.0,185.1191,-1.5125,26.0,0.2819246053695679,10.517422676086426,40.0,0.5690225958824158,2.9667813777923584,42.0,2.764962673187256,2.764962673187256,1.0729914903640747,1.0,40.08103942871094,ELG + ELG
138,138,197,117089.0,113.0,177.05358999999999,-2.9371,8.0,0.32251450419425964,10.813065528869627,42.0,0.463177502155304,2.706653594970703,40.0,2.6718859672546387,2.6718859672546387,1.0130124092102049,1.0,37.18415832519531,ELG + ELG
153,153,222,56080.0,1191.0,184.48256999999998,-0.28244,8.0,0.3238997161388397,8.046834945678711,40.0,0.28176358342170715,3.218050479888916,42.0,3.1647391319274902,3.1647391319274902,1.016845464706421,0.999991238117218,47.28319549560547,ELG + ELG
157,157,227,231431.0,2816.0,183.69348,1.97185,4.0,0.25535935163497925,10.867072105407717,40.0,0.6336553692817688,3.5450229644775386,42.0,3.174583196640014,3.174583196640014,1.1166892051696775,1.0,41.3205451965332,ELG + ELG
160,160,230,55314.0,1891.0,181.49326000000002,-0.28503,4.0,0.3764606416225433,6.124114513397218,42.0,0.5433760285377502,3.5190269947052,40.0,2.964061498641968,2.964061498641968,1.187231421470642,0.9978683590888976,74.6933822631836,ELG + ELG
174,174,246,56108.0,1590.0,184.63742,-0.23206999999999997,4.0,0.3078634738922119,9.559056282043457,40.0,0.5695748925209045,3.386870145797729,40.0,3.217819929122925,3.217819929122925,1.0525356531143188,0.9999995231628418,44.77043533325195,ELG + ELG
176,176,251,273287.0,2662.0,182.96048000000002,1.33664,4.0,0.295216828584671,9.70102310180664,42.0,0.7036280035972595,3.1155319213867188,42.0,2.978300809860229,2.978300809860229,1.046077013015747,0.9999999403953552,45.51052856445313,ELG + ELG
177,177,252,171877.0,2059.0,180.13943,-2.4365099999999997,4.0,0.2123846858739853,9.354310035705566,40.0,0.8157516717910767,3.2933228015899663,40.0,3.2752306461334233,3.2752306461334233,1.005523920059204,0.9999986290931702,49.98237609863281,ELG + ELG
178,178,253,143144.0,3329.0,174.21927,-1.39193,4.0,0.34025487303733826,9.685640335083008,40.0,0.7441173195838928,3.760718584060669,42.0,3.146424531936645,3.146424531936645,1.1952356100082395,0.9999991059303284,42.511146545410156,ELG + ELG
213,213,305,568617.0,105.0,215.70692000000003,-0.55323,36.0,0.4527124762535095,8.065027236938478,42.0,0.3702910840511322,3.3885200023651123,42.0,3.2085115909576416,3.2085115909576416,1.0561033487319946,0.9999816417694092,53.112831115722656,ELG + ELG
216,216,308,569270.0,1690.0,218.5273,-0.4848,26.0,0.33841872215271,8.432790756225586,40.0,0.6083976030349731,4.00839900970459,40.0,3.4708979129791264,3.4708979129791264,1.15485942363739,0.9999083876609802,59.23919296264648,ELG + ELG
238,238,329,262874.0,26.0,221.61067000000003,2.2238900000000004,12.0,0.3855810463428497,6.221604347229004,40.0,0.8589239716529846,3.421708345413208,41.0,2.8116624355316158,2.8116624355316158,1.2169698476791382,0.9991628527641296,65.07320404052734,ELG + ELG
242,242,332,505067.0,1523.0,218.2976,-1.9254900000000001,12.0,0.5946642756462097,3.4976820945739746,42.0,0.634211003780365,3.223982334136963,42.0,2.997084140777588,2.997084140777588,1.0757063627243042,0.09696970880031586,93.78693389892578,ELG + ELG
246,246,336,79099.0,796.0,220.06036,0.20155,8.0,0.3128514885902405,9.703170776367188,40.0,0.3896976411342621,3.3219208717346187,40.0,2.999293565750122,2.999293565750122,1.1075677871704102,0.9999999403953552,44.278175354003906,ELG + ELG
249,249,339,511700.0,1921.0,215.68222000000003,-1.20323,8.0,0.2741549611091614,6.522908687591553,40.0,0.6572263836860657,4.303887844085693,42.0,3.9204912185668954,3.9204912185668954,1.0977929830551147,0.9785172343254088,57.2202377319336,ELG + ELG
253,253,343,296451.0,2635.0,211.85398999999998,1.55536,8.0,0.44453489780426025,9.042179107666016,40.0,0.8786750435829163,4.203336715698241,42.0,2.968419551849365,2.968419551849365,1.4160183668136597,0.9999939203262328,49.97542190551758,ELG + ELG
254,254,344,77312.0,2749.0,212.84527999999997,0.02337,8.0,0.3729970455169678,12.457383155822756,40.0,0.8049169778823853,4.062300205230713,42.0,2.9378645420074463,2.9378645420074463,1.3827390670776367,1.0,38.93510055541992,ELG + ELG
259,259,349,299045.0,2181.0,223.0323,1.1508399999999999,8.0,0.7624164819717407,4.024163246154785,42.0,0.4823862910270691,3.747514009475708,41.0,3.4831976890563965,3.4831976890563965,1.0758832693099976,0.07404402643442154,91.42754364013672,ELG + ELG
260,260,350,884523.0,3446.0,218.72342000000003,-1.53014,8.0,0.5291037559509277,7.383744239807129,40.0,0.6208809018135071,3.604291439056397,41.0,2.620234489440918,2.620234489440918,1.375560641288757,0.9999227523803712,52.83850479125977,ELG + ELG
261,261,350,884523.0,3446.0,218.72342000000003,-1.53014,8.0,0.5290309786796571,6.953076362609862,40.0,0.5668296813964844,3.2694187164306636,40.0,2.6645777225494385,2.6645777225494385,1.226993203163147,0.9997732043266296,61.35710144042969,ELG + ELG
263,263,352,63403.0,3264.0,215.6768,-0.25938,4.0,0.2929781079292297,7.888523578643799,40.0,0.716607928276062,3.3546237945556636,42.0,3.1533336639404297,3.1533336639404297,1.0638340711593628,0.9999843835830688,49.48812866210938,ELG + ELG
272,272,359,16280.0,1026.0,218.04238999999998,0.65258,4.0,0.4528171420097351,10.894888877868652,40.0,0.8918552398681641,3.273209571838379,40.0,3.21030068397522,3.21030068397522,1.0195959806442259,1.0,42.32776260375977,ELG + ELG
274,274,361,545534.0,1682.0,219.94438,-0.97582,4.0,0.32389432191848755,7.517623424530028,40.0,0.7395370006561279,3.138174295425415,41.0,2.956164121627808,2.956164121627808,1.0615696907043457,0.9999817013740541,48.96827697753906,ELG + ELG
283,283,370,78854.0,1377.0,218.86757999999998,0.058289999999999995,4.0,0.343286007642746,5.920869827270508,40.0,0.6609829068183899,4.681939601898193,40.0,3.3647615909576416,3.3647615909576416,1.3914625644683838,0.9497814774513244,61.66193008422852,ELG + ELG
285,285,370,78854.0,1377.0,218.86757999999998,0.058289999999999995,4.0,0.3436991572380066,7.477740287780763,40.0,0.6128408312797546,3.2501838207244877,41.0,2.8142836093902592,2.8142836093902592,1.1548885107040403,0.9999794960021972,56.32891082763672,ELG + ELG
286,286,371,266612.0,1788.0,218.39002999999997,2.9011099999999996,4.0,0.34138450026512146,10.388840675354004,40.0,0.3857516646385193,3.1403157711029053,40.0,3.086308479309082,3.086308479309082,1.0174989700317385,1.0,44.9796257019043,ELG + ELG
287,287,372,262171.0,818.0,217.97697000000002,2.40406,4.0,0.29105544090271,8.446374893188478,40.0,0.6847575306892395,3.1563408374786377,40.0,3.092534065246582,3.092534065246582,1.02063250541687,0.9999976754188538,47.013404846191406,ELG + ELG
315,315,397,507875.0,563.0,214.70021,-1.70514,4.0,0.5246051549911499,4.192110061645509,42.0,0.017751187086105347,3.996569395065308,40.0,3.7968049049377437,3.7968049049377437,1.0526138544082642,0.1945795863866806,102.27100372314452,ELG + ELG
320,320,401,228630.0,2596.0,217.91565,1.23987,4.0,0.3608528971672058,9.120224952697754,40.0,0.5028541088104248,3.2032630443573,40.0,2.828798770904541,2.828798770904541,1.132375717163086,0.9999997615814208,43.12810134887695,ELG + ELG
322,322,402,508050.0,1905.0,215.57336,-1.7087900000000005,4.0,0.4165388345718384,5.481457233428955,40.0,0.2047271877527237,3.7135543823242183,40.0,3.0362510681152344,3.0362510681152344,1.2230722904205322,0.9833397269248962,51.72885513305664,ELG + ELG
323,323,403,493630.0,723.0,221.83167000000003,-1.34871,4.0,0.35249263048172,9.062631607055664,40.0,0.7593516707420349,3.636496543884277,42.0,3.5290935039520264,3.5290935039520264,1.0304336547851562,0.9999923706054688,49.2244873046875,ELG + ELG
333,333,412,497075.0,11.0,214.28033,-1.10181,4.0,0.4136136174201965,7.415225028991699,42.0,0.5321772098541261,3.753512144088745,40.0,3.5305447578430176,3.5305447578430176,1.0631538629531858,0.99950110912323,58.32322692871094,ELG + ELG
